"ad_id","ad_subject","ad_body","ad_price"
11993790,"HAMILTON Jazz Master Chronograph Automatik, Ref H32616533","Ich verkaufe diese wunderschöne sportliche und dennoch elegante HAMILTON Automatik mit Chronographenfunktion, kleine Sekunde auf der 9, und Datum auf der 4.

Die Uhr hat einen Durchmesser von 42mm und ist desshalb perfekt als Herren- oder Damenuhr zu tragen.

Ich verkaufe die Uhr komplett mit Box, Papieren, einem neuen schwarzen Originallederband und einem gebrauchten braunen Originallederband. Die Uhr wurde selten getragen und ist in neuwertigem Zustand. Die Uhr wird ohne Garantie verkauft.",720
11993789,"Wunderschönes Hochzeitskleid Gr. 36","Ich verkaufe ein wunderschönes Hochzeitskleid inkl Schleier und Unterrock.
Hochzeitskleid:
Farbe: ivory
Grösse: 36
Das Kleid wurde nach der Hochzeit im Brautmodengeschäft gereinigt. Es wird am Rücken geschnürt und hat hinten einen Knopf, damit man die Schleppe raufmachen kann. Es hat wunderschöne Stickereien.

Schleier:
Farbe: Creme mit Satinabschluss
Grösse: 200cm
Der Schleier wurde zum Kleid im Brautmodengeschäft gekauft und passt super zusammen.

NP: 2736.-
VP: 800.-

",800
11993788,"Hemden Grösse 116","Preis pro Stück

- 2x langarmig, 1x kurzarmig",5
11993786,"Retro Mini TV & Radio","Süsser kleiner portabler Mini Fernseher mit Batteriebetrieb. Inklusive Radiofunktion :)

Für an den See, auf der Terrasse oder unterwegs. Immer dabei, super süss und handlich.

(Preis ist ohne Batterien)",25
11993785,"Kleid","Kleid von s.Oliver sieht aus wie neu Gr.38",12
11993784,"Metalkontainer mit Schubladen","zwei Metalkontainer mit je sechs Schubladen",20
11993783,"Herren-Hose Wie neu","90% Wool/Wolle ,10% Silk/Seide 
Größe: 50
Farbe: wie Foto blau
Diese Hose ist wie neu, wurde ein/zweimal getragen nun habe ich etwas Bauch angesetzt.
 
Porto: SFr. 9.00
Zahlung: Im Voraus auf mein Postkonto
Versand:  Post 
Alle Angaben nach bestem Wissen und Gewissen und wie auf den Fotos!!
 
Schauen Sie doch einmal bei meinen anderen Angeboten vorbei, es könnte sich lohnen!",25
11993782,"Kinderwagen Chicco mit allem Zubehör","Der Kinderwagen Chicco haben wir praktisch nie gebraucht und ist im sehr gutem Zustand.
Er ist mit sehr vielem Zubehör ausgestattet.
(Babywanne, Regenschutz, Fusssack etc..)
Er müsste in Winkel (Nähe Bülach), 5 min vom Flughafen Zürich abgeholt werden und würfen in auch trotz fast nicht benutzen für 200.- abgeben.
Liebe Grüsse 
Joy
",200
11993781,"Commissario Brunetti","Taschenbücher Donna Leon Fall 11-19
auch einzeln erhältlich.
Stück Fr. 3.50 oder alle Fr. 25.00",25
11993780,"Schöne Ständerlampe","Sehr schöne und guterhaltene Ständerlampe.
Fuss/Ständer Messing.
Verhandelbar",185
11993779,"Plafoniera","Usato",15
11993778,"Böser Blick Passat R36","praktisch neu lackierter Böser blick  für passat jg 2009 papiere vom TÜF",50
11993777,"Samsung&Iphone Cover","new",19
11993776,"Appart. 5.5 / 150 mq con BELLA VISTA","A Robasacco, immerso nel verde, con vista spettacolare su tutto la pianura
Proponiamo in affitto ampio e luminoso appartamento di 5.5 locali 150 mq circa
Al piano rialzato in casa bifamiliare 
Così composto:
- Entrata 
- Cucina abitabile arredata
- Luminoso soggiorno con camino
- Luminosa veranda riscaldata dalla quale si accede direttamente al piccolo giardino ad uso esclusivo
- 1 bagno con doccia arredato con finestra
Zona notte separata
- 2 camere singole
- 1 camera matrimoniale
Altre informazioni:
- Impianto dallarme
- Animali ammessi
- Lavanderia comune con possibilità di installare personalmente una lavasciuga in bagno

La casa sorge in una proprietà di oltre 3'000 mq completamente recintata, vi si accede con lauto tramite un cancello automatico. Particolarmente adatto agli amanti della quiete e della natura.

Disponibile da subito

Canone di affitto CHF 1'890.- / spese incluse (senza conguaglio)
Disponibile 1 posto auto esterno CHF 50.-/mese

Per maggiori informazioni sig. Andrea Banfi Tel. 091 857 19 07
Ufficio vendite Via Bellinzona 1  6512 Giubiasco",1890
11993775,"Tasche","Verkaufe eine braune Tasche super Zustand fast nie gebraucht.",25
11993774,"Playstation 3 PS3 Dual Slim 500 GB + 1 Spiel","Playstation 3 Dual Slim 500 GB + 1 Spiel GTA V Der PS 3 ist neuwertig und wurde nur 1 Monat lang gebraucht.
 Es funktioniert alles. Zum abholen.

FIXPREIS",150
11993773,"Registratore multitraccia Boss BR-800","Vendo registratore multitraccia Boss BR-800.",140
11993772,"Plaistation 2","Wie auf dem bildern, funktioniert",40
11993771,"Pure Sensia 200D Connect","Ich suche einen Sensia 200D Connect mit DAB, DAB+, Internet usw.

Funktionsfähig, Zustand gut und möglichst in weiss!",NA
11993770,"Lada Niva 30 Km/ h","Lada Niva 4x4 30 Km/h
Km 55000
Letzte MFK 21.8.2014",1550
11993768,"Microonde de la marque novamatic","Microonde en bon état",20
11993767,"Neues Cocktail Kleid Gr 36","kann auch per Post zugesandt werden Fr. 7.00",25
11993766,"Tom Tailor Handtasche aus Stoff und Kunstleder, Geblümte Tas","Super tolle Handtasche von Tom Tailor, NEU! aus Ireland. Stoff gemustert und Kunstleder. Wunderschön, perfekte grösse. Neupreis ca. Fr.- 45.-. Tierfreier Nichtraucherhaushalt. Selber abholen oder Versand BPost 7.-12.-Fr je nach Gewicht.",20
11993765,"Esprit winterjacke grösse M","tolle skijacke von esprit. Wasserdicht, winddicht usw. Jacke wurde nur ein paar mal letztes jahr getragen. Daher top zustand. 
Dazu neue mütze von barts im wert von 34.90 fr. beides zusammen nur 70 fr
Versand zzgl porto 7 fr möglich",70
11993764,"Motorradhelm Unisex","Neuwertiger Motorradhelm, wenige Male gebraucht und in Top-Zustand. Mit Verdunklungs-Visier und Helmsack.

Grösse: S",50
11993763,"HUGO Sacco, Gr.48, sportiv","Fast ungetragenes modernes HUGO Sacco, Gr.48, 3-Knopf mit Pattentaschen und 2 Rückenschlitzen. Kann sowohl klassisch oder auch mit Jeans getragen werden.",50
11993762,"Samsung&Iphone Cover","new",19
11993761,"Yogamatte & -tasche von Lola Fred","Sehr schöne JADE Yogamatte und -tasche von Lola Fred, nur sehr wenig benutzt, Neupreis inkl. Tasche ca. CHF 150 (muss in Buchs bei Aarau abgeholt werden)",40
11993760,"Bose Soundlink Mini 2","Ich verkaufe meine geliebten Bose Soundlink Mini 2, da ich sie nicht mehr brauche.

Ich habe sie erst vor 3 Monaten im Fust für rund 230.- gekauft, daher haben sie noch Garantie drauf. Man kann keinerlei Gebrauchsspuren erkennen. Der Sound ist perfekt! Sehr gut für drinnen und draussen. Die Originalpackung mit dem Zubehör habe ich auch noch.",150
11993759,"Kleid","süsses Kleid mit aufgedruckten Sternen und aufgenähtem Samtband.
1x getragen",6
11993758,"Schlafzimmer Nussbaum Vitage geeignet für Shabby Chic","Schlafzimmer kompl. siehe Bilder.
Dieses Schlafzimmer wurde nur für Gäste verwend.(Matratze 90x190cm)
Muss in Wildhaus abgeholt werden.",10
11993757,"Samsung&Iphone Cover","new",19
11993756,"Giacca militare","Vendo giacca militare.
Ideale per cani di piccola taglia.
Acquistato in ingilterra e purtroppo al mio piccolo cucciolo di bassotto va piccola.
Si conglia quindi prima di provare.",59
11993755,"Affettatrice","Affetttrice C.EL.ME in buono stato.
Diametro lama 220 mm
Prezzo trattabile",200
11993754,"Camicie","Vendo camicia bianca a manica lunga della Benetton più camicia blu a maniche corte dell'original Marines entrambe 4/5 anni a fr 4 ognuna",4
11993753,"tv tisch","Höhe 56cm
Breite 56cm
Länge 108cm",60
11993752,"Tavolo ovale in cristallo","Tavolo ovale in cristallo",1000
11993751,"Fernsehtischli","Föhre massiv gelaugt geölt
masse:80/43/46cm
Ausziehbares Tablar",20
11993750,"Meerwasseraquarium 160x60x60 inkl. TB","Wegen Umzug verkaufe ich mein Meerwasseraquarium 160x60x60 576L mit robustem Unterschrank und Technikbecken.

Becken hat übliche Gebrauchsspuren und ist komplett aus Weissglas, daher auch als Raumteiler geeignet.
Ablaufschacht befindet sich in der rechten hinteren Ecke.

Bei Bedarf steht Technik, Lampe und Inhalt auch zum Verkauf.
Kompletter Beckeninhalt steht auch zum Verkauf, besuche auch meine weitere Meerwasser-Inserate.

Kontakt via Tel, SMS und WhatsApp",350
11993749,"Brocca con 6 bicchieri e piatto","Ottimo stato",50
11993748,"Lampada Ikea ","Usato e pitturato",10
11993747,"Spielwürfel","Super grelle Farben. Ihr Baby wird riesen Freude haben.
Jede Seite hat ein anderes Bild.
Ideal zum stapeln oder einfach spielen.
Preis exkl. Portokosten. Verhandelbar",6
11993746,"antike zassenhaus kaffemühle","Alte Zassenhaus Kaffemühle, in schönem und gutem Zustand.
Für jeden Kaffe Liebhaber zum mahlen oder auch perfekt als Dekoration.",60
11993745,"Familienfreundliche 2-Zimmer Ferienwohnung in Sörenberg","Zu Vermieten: per sofort oder nach Vereinbarung: Schöne gemütliche und Kinderfreundliche 2-Zimmerferienwohnung möbliert (1-4 Personen) inkl. Einstellhallenplatz in Tiefgarage ,Geschirrspüler,  Badewanne. Sauna im Haus vorhanden. Neu Laminat kein Teppich. 
Sommersaison Fr. 420.- Endreinigung Fr. 40.- Wintersaison Fr. 630.- Endreinigung Fr. 40. Ausserhalb der Winterzeit kann die Wohnung ab 2 Tage gebucht werden, pro Tag Fr. 60.- Endreinigung Fr.40.-. 
Frei ab KW 32/2016 bis und mit KW 4/2017 und KW 6/2017. Ab KW 11/2017 frei. 
Für Schnellbuchungen ab 20.08.2016-29.10.2016 pro Woche  Fr.380.- Endreinigung Fr.40.- oder ab 2.Tage Fr.50.- pro Tag und Endreinigung Fr.40.-
Auf Anfrage Hunde erlaubt Endreinigung mit Hund  Fr 80..-",630
11993744,"Dumper COLLAUDATO MFK","Vendo dumper Raco kpc 1600RH
prontro per essere targato collaudato da poco
in buono stato",6700
11993742,"Hochdruck von kernch","hochdruck von kernch 200fr.",200
11993741,"Canon 50 mm 1.8","Canon 50 mm 1.8 Neupreis 100 Fr. In sehr gutem Zustand, fast vie neu. Zum abholen.

FIXPREIS",45
11993740,"S6Edge cover new","new",19
11993739,"West Coast Seattle Boy - The Jimi Hendrix Anthology","Versand muss selber bezahlt werden, kann abgeholt werden",5
11993738,"Guess Tasche","Verkaufe meine echte Guess Tasche in einem super Zustand.",50
11993737,"Iphone 6","16gb, spacegray, mit einer Apple Hülle dazu, keinen einzigen Hick, sieht aus wie neu, habe es vor kurzem neu bei Apple bekommen. Mit Kabel,Kopfhörer und Schachtel",350
11993736,"Call of Duty Ghosts ps3","Call of Duty Ghosts für die ps3 abzuholen in zürich",8
11993735,"Deko Fensterladen","Biete einen einzelnen schönen Fensterladen zum kauf an.Super geeignet zum bemalen und für Shabby Chic Deko zu verwenden.Höhe 103 cm,breite 51 cm.Abholort ist 3703 Aeschi.Bei intresse NUR eine Sms an 0793699167 (keine Anrufe)",20
11993734,"GBA Yu Yu Hakusho: Tournament Tactics ","Yu Yu Hakusho: Tournament Tactics zu verkaufen für Nintendo Game Boy Advance
 
 
 
Noch weitere Spiele zu verkaufen: Nintendo - Nes - Super Nintendo - Nintendo 64 - Gamecube - Wii - Wii U - Game Boy Color & Advance - Nintendo DS - Nintendo 3DS",6
11993733,"Verstärker","Verstärker Mystic 4, 4 x 675 W
Verstärker Firts 1800 W
CD Wechsler JVC
Box Blaupunkt",250
11993732,"Iphone 6s rosa","iphone 6s ROSA,con auricolari originali,alimentatore e filo USB originale apple!
telefono in ottime condizioni,funzionante ancora in garanzia apple...
no perditempo,pronto vendita subito!",550
11993731,"FG Karosserie Audi RS5 DTM 2013 1:5","FG Karosserie Audi RS5 DTM 2013 1:5

- unlackierte Karosserie mit Schutzfolie drauf
- Neu und unbenutzt
- Radstand 530/535mm
- Preis VB",184
11993730,"Kupferschwinge Champion","Alte Kupferschwinge zu verkaufen. ca. 60 Jahre. Stand im Keller und wurde ab und zu noch zum schwingen benötigt. Könnte man auch als Blumentopf im Garten verweden ;-) 
Abholung in Basel.",165
11993729,"Tischset 4-teilig","Neu
(Preis ohne Versand)",9
11993728,"Welpenauslauf für Hunde Kaninchen und Andere Kleine Haustier","* Stark rostbeständig - Der Welpenauslauf ist innen und außen elektrophoretisch beschichtet, perfekt für den Einsatz im Außenbereich geeignet
* Einfache Montage - Produktmaße: 122 x 70 x 80 cm (B x H x T); Aus 4 Elementen, die Gitterwände werden einfach durch Zapfen und Ösen miteinander verbunden. Zusammenklappbar, lässt sich leicht verstauen, platzsparend
* Hohe Sicherheit - Doppelte Verriegelung, bietet optimale Geborgenheit.",50
11993727,"Eckvitrine","Schöne Eckvitrine zu verkaufen.

Masse: 186cm Hoch, 45cm Tiefe u 73cm Breite.. 

Preis 60.- Inkl. Lieferung FL, Sargans, Buchs, Grabs.. Weitere Distanzen bitte auf Anfrage, danke oder Abholung in 9497 Triesenberg

Bitte beachten Sie meine weiteren Angebote, bei Tutti.ch unterhalb dieser Seite oder geben Sie im Such Bereich Patricks An und Verkauf ein.

Gruss Patricks An und Verkauf",60
11993726,"Schöne Salomon Snowboardschuhe","Verkaufe gut erhaltene, kaum gebrauchte Snowboardschuhe in Grösse 40 1/3. Mir, mit Schuhgrösse 37/38 gingen sie super.",60
11993725,"English lessons and conversations","Hello,
I'm Nick and I'll be glad to help you out with your English.
I offer English lessons and conversations on Skype (just audio call, no video, so you can focus more on my voice ).

The payment will be done AFTER THE LESSON, where you'll get a message or an email with the payment link on it.
The price is:
35 CHF/hour which is 32 euros/hour.
Feel free to contact me.
Nick",NA
11993724,"Iphone 5s gold 16 gb","Verkaufe mein Iphone 5s,perfekt funktioniert mit einige Kratzer.Ohne Kopfhörer,ohne Ladegerät.",170
11993723,"Blue Cover S7Edge","new",19
11993722,"VW Eos 2.0 FSI","Verkaufe VW Eos 2.0 FSI in einem sehr gutem Zustand. Notverkauf! Letzter MFK 20.04.2015",5800
11993721,"Moderno spazio operativo in centro Giubiasco","A Giubiasco in zona centralissima proponiamo in affitto, in prima locazione, in complesso di nuova costruzione un luminoso e moderno 4.5 locali (127 mq) di alto standing con possibilità di destinazione come appartamento o ufficio di rappresentanza ed è così composto:
- Spaziosa entrata
- Luminoso open space con uscita sulla loggia
- Ampio ufficio o camera padronale con bagno privato
- 2 ulteriori uffici o camere da letto
- un'ulteriore bagno
- Videocitofono

Spese ridotte: riscaldamento geotermico, ottime isolazioni e tripli vetri

Disponibile da subito

Canone daffitto: CHF1'900.- + CHF 200.- acconto spese
Posti auto disponibili: autorimessa Fr.140/mese, coperti Fr.110/mese, scoperti Fr.80/mese.

Per maggiori informazioni Sig.ra Maria Moro Tel. 076 437 02 63 (da lunedì al venerdì) 
Ufficio vendite Via Bellinzona 1 - 6512 Giubiasco",1900
11993720,"Trennkost für Berufstätige","Jedes Rezept in Farbe.
Genussvoll essen und dabei schlank werden  mit der Trennkost gelingt das auch im hektischen Berufsalltag. Die Zauberformel lautet: Eiweiss und Kohlenhydrate trennen. Hier finden Sie tolle Gerichte zum Mitnehmen und Schnelles für zu hause. Dazu: Tipps und Tricks rund um die Trennkost, für das Essen in der Kantine und bei Einladungen. 
Gräfe und Unzer Verlag 1995. 64 Seiten. Taschenbuch 16,5 x 20 cm.
Leichte Gebrauchsspuren auf dem Buchdeckel. Seite 12 Einträge (siehe Foto 3). Sonst ist das Innenleben absolut sauber. Keine Einträge, keine Flecken, keine Eselsohren, keine Risse.

zzgl. Versandkosten (1.50). Diese beinhalten die Portokosten innerhalb der Schweiz und die Verpackungskosten für das jeweilige Produkt. Beachten Sie auch meine weiteren Angebote.
Bei 5 Bücher, die Sie am gleichen Tag kaufen, bekommen Sie das günstigste gratis. Um Porto zu sparen, mache ich bei mehreren Artikeln ein einziges Päckli. Porto richtet sich dann nach Gewicht und Masse. 
Wenn Sie den Betrag am Postschalter mit Einzahlungsschein begleichen, so zahlen Sie bitte die Buchungsspesen, die entstehen, auf die Einzahlung dazu. Das Gleiche gilt für Gebühren bei PayPal-Einzahlung. Bitte nicht mit Briefmarken bezahlen.
Bei Fragen stehe ich gerne zur Verfügung.",3
11993719,"Canon 24 mm 2.8","Canon 24 mm 2.8 Nepreis 260 Fr. In sehr gutem Zustand, fast wie neu. Zum abholen.

FIXPREIS",100
11993718,"Schlafzimmer","Schlafzimmer Bett Komode 2 nachttische und Kleiderschrank mit schiebetür 

Bruggfeldweg 2 
4147 Aesch BL
076 365 04 77",250
11993717,"Glocke / Kuhglocke mit Verzierung","verzierte Kuhglocke aus Messing. Höhe 13 cm, Durchmesser unten 18 cm.",90
11993716,"Alufelgenschrauben mit _ Felgenschloss _ _ Audi _ Seat _ VW","habe noch 20 Stück originale AMAG Alufelgenschrauben mit Felgenschloss / Diebstahlsicherung zu verkaufen.
-
stammen von meinem Audi, passen aber auch bei VW - Seat - Skoda (VAG Konzern)
-
Grösse M14 x 1.5
16 Stück originale AMAG Alufelgenschrauben
4 Stück originale AMAG Alufelgenschrauben mit Diebstahlsicherung / Felgenschloss (für jede Felge 1 Stück)
1 Spezialeinsatz um die Alufelgen mit dem Felgenschloss zu lösen oder zu befestigen _ 
passend zu Ihrem originalen Bordwerkzeug _ Radkreuz _ etc.
-
-
Zustand ist sehr gut ! 
-
- 
-
Verkaufspreis sFr. 75.-- als Verhandlungsbasis
-
-
auf Ihren Wunsch kann ich die Alufelgenschrauben auch per Postpacket an Sie senden
-",75
11993715,"3 brocche in peltro con manico in legno","Vendo anche singolarmente a 30.- l'una",90
11993714,"4x Weck Glas Zylinder","4x Weck-Gläser, Zylinder
Nur 1x gebraucht. Pro Stück CHF 5.-

Höhe: 21.0 cm
Durchmesser: 9.0 cm
Volumen: 1l

Abzuholen in der Stadt Bern",5
11993713,"Motorradbekleidung Damen, Grösse L","Günstig abzugeben 
Motorradjacke ""haveba"", Grösse DL
Motorradhose ""RICHA"", Grösse LL

wenig gebraucht, keine Gebrauchspuren
Nichtraucherhaushalt, keine Haustiere

Neupreis: 900 CHF",250
11993712,"Mercedes GLK 250 BLUETEC CDI 4Matic 7G-Tronic, 2014, 49'000","Mercedes GLK 250.BLUETEC CDI 4Matic 7G-Tronic.204CV

49.000km. Juillet 2014. toutes options.

4 jeux de pneus d'ete monte sur jantes alu+4 pneus d'hiver monte sur jantes alu,voiture suivi par garage Mercedes.service B faite le 08/06/2016

10 ans Garantie Mercedes
Equipement: 
Jantes en alu 
Sièges électr. 
Aide au parcage 
Intérieur en cuir 
Système de navigation 
Filtre à particules 
Sièges chauffants 
Contrôle de stabilité 
Régulateur de vitesse 
Phares Xénon 
Kit mains-libres 
ISOFIX 
Phares directionnels 
Système start/stop 
Bluetooth interface 
Climatisation automatique 
Propriétés véhicule: 
Expertisée",35900
11993711,"Green Cover S7Edge","new",19
11993710,"Apple Airport Extreme","Biete einen gebrauchten Apple Airport Extreme in sehr gutem Zustand.

Wifi Standards: 802.11a/b/g/Draft N

Bitte in Winterthur abholen",50
11993709,"2 neue Plissees","2 neue, weisse Plissees, Masse 36x150cm 
wurden einmalfür 3 Monate aufgehängt. Keine Schäden oder Flecken. Farbe wie neu!",100
11993708,"Ralph Lauren Sport / Gr. 12","wunderschöne, neuwertige, weissblau / gestreifte RL Bluse

blaues RL Logo",60
11993707,"Kommode","sehr schöne Kommode aus Kirschbaumholz echt, mit 2 Tablaren und Milchglastüren Masse: BxHxT 80x95x40
Guter Zustand",80
11993706,"Militärstiefel, neu","Militärstiefel
schwarz
echtes Leder
nie getragen
Grösse ca. 42/43",89
11993705,"Riscaldamento elettrico ad aria calda","Usato",25
11993704,"Kleider","Desigual-Kleid
Grösse S

preis inkl. porto",35
11993702,"Hemden Grösse 110","Preis pro Stück

- kurzarmig",5
11993701,"Weisses 3er-Ledersofa inkl. 2 Hocker (ARILD, IKEA)","Zu verkaufen sehr schönes, weisses 3er-Echtledersofa inkl. 2 Hocker. Vor 6 Jahren gekauft bei IKEA für 2'700.- (Quittung vorhanden). Das Sofa weist ein paar kleine Kratzer auf (vgl. Fotos), ist ansonsten aber in sehr gutem Zustand. Wir sind ein Nichtraucherhaushalt. Das Sofa kann bei Interesse in Zürich Altstetten besichtigt werden.

Abmessungen:
3er-Sofa: L x T x H = 2.07 x 0.94 x 0.62 / 0.78m
Hocker: L x T x H = 0.77 x 0.62 x 0.44m",1500
